Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Reg_Finish,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
1498,98,26.0,Chase Prime,http://games.crossfit.com/athlete/44186,1,69.0,98,690,15,195.0,281 (252),60 (345),204 (114),103 (247),42 (09:28),16,Godspeed,Godspeed CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,98 (690),281,252,60,345,204,114,103,247,42,568
1499,99,28.0,Dillon Betancourt,http://games.crossfit.com/athlete/101052,1,70.0,100,691,15,199.0,125 (272),102 (343),184 (114),94 (248),186 (10:43),16,Team Soul,CrossFit Soul Miami,163.0,,,,,,,319.67,253.53,535.0,455.0,,100 (691),125,272,102,343,184,114,94,248,186,643
1500,0,32.0,Josh Bridges,http://games.crossfit.com/athlete/124483,1,65.0,1,12,16,173.0,1 (365),1 (430),3 (137),6 (280),1 (07:15),16,,,,,,,,,,,,,,,1 (12),1,365,1,430,3,137,6,280,1,435
1501,1,23.0,Rasmus Wisbech Andersen,http://games.crossfit.com/athlete/8896,1,72.0,2,25,16,208.0,2 (325),2 (430),10 (131),2 (296),9 (08:45),16,Invictus,CrossFit Invictus,127.0,,,,0,62.0,1190.0,335.0,280.0,485.0,455.0,0,2 (25),2,325,2,430,10,131,2,296,9,525
1502,2,23.0,Christian Lucero,http://games.crossfit.com/athlete/6122,1,70.0,3,29,16,190.0,6 (314),7 (427),8 (133),3 (292),5 (08:37),16,CFCM,CrossFit Costa Mesa,119.0,,70.0,,0,,,352.0,290.0,515.0,440.0,82,3 (29),6,314,7,427,8,133,3,292,5,517
1503,3,37.0,Nuno Costa,http://games.crossfit.com/athlete/29109,1,69.0,4,41,16,175.0,4 (316),18 (423),4 (136),11 (267),4 (08:35),16,Invictus,CrossFit Invictus,125.0,422.0,104.0,,426,47.0,1075.0,315.0,230.0,495.0,433.0,70,4 (41),4,316,18,423,4,136,11,267,4,515
1504,4,32.0,Dan Bailey,http://games.crossfit.com/athlete/47661,1,67.0,5,50,16,180.0,10 (305),4 (429),2 (140),23 (259),11 (08:51),16,,,137.0,,,,457,47.0,1140.0,305.0,265.0,540.0,405.0,0,5 (50),10,305,4,429,2,140,23,259,11,531
1505,5,24.0,Joshua Pollema,http://games.crossfit.com/athlete/237406,1,69.0,6,53,16,170.0,7 (309),17 (423),5 (136),9 (274),15 (09:03),16,Kinnick,CrossFit Kinnick,144.0,,98.0,,,54.0,,285.0,230.0,485.0,395.0,,6 (53),7,309,17,423,5,136,9,274,15,543
1506,6,26.0,Jason Carroll,http://games.crossfit.com/athlete/501728,1,70.0,7,56,16,185.0,26 (294),11 (425),6 (134),1 (303),12 (08:55),16,LmbrJCKD,LumberYard CrossFit,,,,,,,,315.0,250.0,555.0,440.0,,7 (56),26,294,11,425,6,134,1,303,12,535
1507,7,29.0,Ryan Fischer,http://games.crossfit.com/athlete/6190,1,65.0,8,60,16,170.0,2 (325),13 (424),13 (129),17 (262),15 (09:03),16,CrossFit Chalk,CrossFit Chalk,117.0,405.0,65.0,,511,53.0,1065.0,315.0,280.0,585.0,515.0,80,8 (60),2,325,13,424,13,129,17,262,15,543
1508,8,29.0,Henry Lopez,http://games.crossfit.com/athlete/8388,1,64.0,9,71,16,165.0,39 (289),9 (426),7 (134),7 (276),9 (08:45),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,0,,,0.0,0.0,0.0,0.0,0,9 (71),39,289,9,426,7,134,7,276,9,525
1509,9,26.0,Julian Alcaraz,http://games.crossfit.com/athlete/60526,1,70.0,10,94,16,197.0,55 (280),6 (428),23 (127),4 (285),6 (08:40),16,CrossFit Training Yard,CrossFit Training Yard,144.0,,72.0,,,,1124.0,350.0,275.0,537.0,485.0,75,10 (94),55,280,6,428,23,127,4,285,6,520
1510,10,28.0,Dane mclaughlin,http://games.crossfit.com/athlete/62481,1,73.0,11,107,16,193.0,7 (309),37 (345),17 (128),28 (257),18 (09:06),16,CrossFit Inferno,CrossFit Inferno,131.0,,,,,,,,,,,,11 (107),7,309,37,345,17,128,28,257,18,546
1511,11,28.0,Kenneth Leverich,http://games.crossfit.com/athlete/21343,1,68.0,12,122,16,185.0,44 (287),5 (428),45 (121),22 (260),6 (08:40),16,[OCCF],Orange Coast CrossFit,128.0,,,,,,,365.0,302.0,525.0,465.0,62,12 (122),44,287,5,428,45,121,22,260,6,520
1512,12,31.0,Andrew Warwick,http://games.crossfit.com/athlete/181611,1,72.0,13,130,16,212.0,9 (307),59 (343),24 (127),13 (264),25 (09:21),16,,Brick CrossFit,620.0,1119.0,3175.0,1179.0,2,321.0,5883.0,0.0,0.0,,,,13 (130),9,307,59,343,24,127,13,264,25,561
1513,13,25.0,Wesley Rethwill,http://games.crossfit.com/athlete/249028,1,72.0,14,133,16,197.0,5 (315),57 (343),44 (122),24 (258),3 (08:30),16,Invictus,CrossFit Invictus,128.0,,,,,,,325.0,250.0,485.0,455.0,,14 (133),5,315,57,343,44,122,24,258,3,510
1514,14,29.0,Mason Flynn,http://games.crossfit.com/athlete/562814,1,70.0,15,141,16,215.0,80 (273),3 (430),1 (142),5 (281),52 (09:47),16,CrossFit ATR,CrossFit ATR,,,,,,,,,,,,,15 (141),80,273,3,430,1,142,5,281,52,587
1515,15,25.0,Bryan Miller,http://games.crossfit.com/athlete/5111,1,73.0,15,141,16,210.0,28 (293),8 (427),26 (127),8 (274),71 (10:03),16,Invictus,CrossFit Invictus,141.0,475.0,,,410,63.0,,355.0,290.0,555.0,460.0,57,15 (141),28,293,8,427,26,127,8,274,71,603
1516,16,26.0,Ricky Moore,http://games.crossfit.com/athlete/132552,1,65.0,17,149,16,173.0,12 (300),90 (341),20 (127),25 (258),2 (07:37),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,133.0,,,,,,1163.0,325.0,250.0,465.0,451.0,51,17 (149),12,300,90,341,20,127,25,258,2,457
1517,17,26.0,andrew Kong,http://games.crossfit.com/athlete/3875,1,67.0,18,159,16,187.0,17 (298),10 (426),75 (116),49 (252),8 (08:42),16,CrossFit Tustin United,CrossFit Tustin,,,119.0,,341,79.0,,345.0,286.0,500.0,440.0,,18 (159),17,298,10,426,75,116,49,252,8,522
1518,18,30.0,OJ Washington,http://games.crossfit.com/athlete/23934,1,70.0,19,174,16,181.0,39 (289),12 (425),30 (125),75 (244),18 (09:06),16,Bear Nation,Bear Republic CrossFit,147.0,475.0,110.0,,,49.0,1140.0,315.0,270.0,495.0,485.0,50,19 (174),39,289,12,425,30,125,75,244,18,546
1519,19,31.0,Justin Van Dyke,http://games.crossfit.com/athlete/48036,1,71.0,20,177,16,195.0,19 (297),92 (341),34 (124),12 (265),20 (09:08),16,CrossFit South Bay,CrossFit South Bay,143.0,,,,,,1091.0,,245.0,,420.0,,20 (177),19,297,92,341,34,124,12,265,20,548
1520,20,21.0,Chris Cordova,http://games.crossfit.com/athlete/272056,1,70.0,21,186,16,195.0,39 (289),15 (424),69 (116),36 (255),27 (09:23),16,CrossFit Escondido,CrossFit Escondido,173.0,,102.0,1251.0,419,,,310.0,245.0,495.0,435.0,,21 (186),39,289,15,424,69,116,36,255,27,563
1521,21,33.0,Ronnie Teasdale,http://games.crossfit.com/athlete/23021,1,70.0,22,202,16,182.0,28 (293),27 (346),11 (130),27 (258),109 (10:30),16,Mean Streets of Downtown LA,CrossFit Mean Streets,151.0,413.0,118.0,,413,58.0,1021.0,275.0,240.0,475.0,400.0,65,22 (202),28,293,27,346,11,130,27,258,109,630
1522,22,25.0,Eric Evans,http://games.crossfit.com/athlete/482764,1,70.0,23,203,16,178.0,13 (299),21 (423),46 (121),54 (250),69 (10:02),16,CrossFit Foothill,CrossFit Foothill,153.0,,,,,49.0,1140.0,310.0,245.0,515.0,405.0,59,23 (203),13,299,21,423,46,121,54,250,69,602
1523,23,32.0,Christopher Brown,http://games.crossfit.com/athlete/6619,1,71.0,24,204,16,212.0,26 (294),24 (346),28 (125),51 (251),75 (10:08),16,,CrossFit Awaken,131.0,440.0,128.0,910.0,415,60.0,1080.0,325.0,265.0,525.0,445.0,44,24 (204),26,294,24,346,28,125,51,251,75,608
1524,24,26.0,Nick Robles,http://games.crossfit.com/athlete/15012,1,72.0,25,215,16,209.0,13 (299),144 (339),14 (129),16 (262),28 (09:25),16,Kinnick,CrossFit Kinnick,132.0,449.0,,1111.0,427,69.0,,320.0,265.0,0.0,385.0,0,25 (215),13,299,144,339,14,129,16,262,28,565
1525,25,30.0,Brett Panceroff,http://games.crossfit.com/athlete/23202,1,72.0,26,220,16,220.0,140 (263),20 (423),21 (127),10 (267),29 (09:28),16,Pandemic Nation,CrossFit Pandemic,132.0,,,1170.0,0,55.0,1148.0,355.0,255.0,625.0,515.0,60,26 (220),140,263,20,423,21,127,10,267,29,568
1526,26,24.0,Jesse Beckner,http://games.crossfit.com/athlete/43313,1,,27,235,16,187.0,13 (299),27 (346),145 (114),15 (264),35 (09:35),16,Code 3 San Diego,CrossFit Code 3 South,,,,,,,,,,,,,27 (235),13,299,27,346,145,114,15,264,35,575
1527,27,23.0,Jack Bernstein,http://games.crossfit.com/athlete/353956,1,,28,242,16,202.0,80 (273),31 (346),52 (120),37 (255),42 (09:40),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,,,,,,,,,28 (242),80,273,31,346,52,120,37,255,42,580
1528,28,33.0,Bryan Diaz,http://games.crossfit.com/athlete/20717,1,69.0,29,265,16,200.0,105 (269),49 (344),40 (123),33 (256),38 (09:36),16,CFCM,CrossFit Costa Mesa,141.0,452.0,103.0,1101.0,432,57.0,1260.0,335.0,260.0,585.0,485.0,57,29 (265),105,269,49,344,40,123,33,256,38,576
1529,29,27.0,Charlie Hulbert,http://games.crossfit.com/athlete/257896,1,68.0,30,268,16,188.0,99 (271),58 (343),24 (127),56 (250),31 (09:31),16,Team Coveted,CrossFit Coveted,167.0,,103.0,,,,1380.0,340.0,290.0,445.0,450.0,50,30 (268),99,271,58,343,24,127,56,250,31,571
1530,30,26.0,Bryce Smith,http://games.crossfit.com/athlete/27081,1,76.0,31,276,16,215.0,28 (293),46 (344),80 (116),40 (254),82 (10:14),16,Invictus,CrossFit Invictus,,,,,,,,0.0,0.0,0.0,0.0,0,31 (276),28,293,46,344,80,116,40,254,82,614
1531,31,46.0,Bill Grundler,http://games.crossfit.com/athlete/8747,1,72.0,32,280,16,195.0,58 (278),44 (344),58 (118),43 (253),77 (10:09),16,CrossFit Inferno,CrossFit Inferno,134.0,432.0,,,440,64.0,,285.0,225.0,455.0,400.0,56,32 (280),58,278,44,344,58,118,43,253,77,609
1532,32,27.0,Keith Enderlein,http://games.crossfit.com/athlete/286283,1,72.0,33,283,16,187.0,105 (269),55 (343),21 (127),88 (241),14 (09:01),16,LmbrJCKD,LumberYard CrossFit,147.0,,,,,,,330.0,,565.0,555.0,,33 (283),105,269,55,343,21,127,88,241,14,541
1533,33,31.0,Erik Fay,http://games.crossfit.com/athlete/1653,1,70.0,34,284,16,195.0,75 (274),59 (343),51 (120),55 (250),44 (09:41),16,CrossFit Lifted,CrossFit Lifted,,,,,0,,,0.0,0.0,0.0,0.0,0,34 (284),75,274,59,343,51,120,55,250,44,581
1534,34,21.0,Hunter Britt,http://games.crossfit.com/athlete/13637,1,70.0,35,293,16,178.0,32 (292),71 (342),59 (118),46 (252),85 (10:16),16,Invictus,CrossFit Invictus,133.0,,,,,,,330.0,275.0,545.0,410.0,,35 (293),32,292,71,342,59,118,46,252,85,616
1535,35,27.0,Michael Hernandez,http://games.crossfit.com/athlete/8803,1,70.0,36,297,16,175.0,39 (289),45 (344),42 (122),47 (252),124 (10:39),16,Team CDR,CrossFit CDR Redlands,,,,,,3069.0,1207.0,315.0,255.0,475.0,405.0,,36 (297),39,289,45,344,42,122,47,252,124,639
1536,36,25.0,Tyler Tosunian,http://games.crossfit.com/athlete/335435,1,,37,306,16,176.0,80 (273),68 (343),116 (115),20 (261),22 (09:14),16,,Pacesetter CrossFit,,,,,,,,,,,,,37 (306),80,273,68,343,116,115,20,261,22,554
1537,37,27.0,Zachary Gordon,http://games.crossfit.com/athlete/6984,1,69.0,38,307,16,190.0,47 (286),29 (346),117 (114),34 (256),80 (10:12),16,,Ballast CrossFit,157.0,435.0,81.0,,,53.0,1091.0,255.0,205.0,480.0,335.0,50,38 (307),47,286,29,346,117,114,34,256,80,612
1538,38,26.0,Tommy Wornham,http://games.crossfit.com/athlete/234504,1,72.0,39,315,16,205.0,58 (278),85 (342),63 (117),86 (241),23 (09:18),16,,US CrossFit,167.0,,99.0,,,,,315.0,275.0,500.0,395.0,49,39 (315),58,278,85,342,63,117,86,241,23,558
1539,39,31.0,Gregory Mountain,http://games.crossfit.com/athlete/13277,1,66.0,40,318,16,169.0,114 (266),35 (345),37 (123),31 (257),101 (10:26),16,CrossTown Rebels,Crosstown CrossFit,126.0,398.0,111.0,,443,,,320.0,257.0,515.0,420.0,70,40 (318),114,266,35,345,37,123,31,257,101,626
1540,40,30.0,David Zastrow,http://games.crossfit.com/athlete/25400,1,68.0,41,319,16,178.0,35 (291),78 (342),15 (128),133 (232),58 (09:51),16,Mean Streets of Downtown LA,CrossFit Mean Streets,141.0,,,,,,,300.0,235.0,430.0,400.0,58,41 (319),35,291,78,342,15,128,133,232,58,591
1541,41,27.0,Scott Braunsdorf,http://games.crossfit.com/athlete/19597,1,72.0,42,322,16,,19 (297),93 (341),35 (124),78 (243),97 (10:24),16,CFCM,CrossFit Costa Mesa,195.0,438.0,128.0,,427,,1080.0,275.58,224.87,473.99,341.72,55,42 (322),19,297,93,341,35,124,78,243,97,624
1542,42,33.0,Ryan Starling,http://games.crossfit.com/athlete/202727,1,71.0,43,327,16,195.0,35 (291),52 (344),38 (123),44 (253),158 (10:57),16,Team CDR,CrossFit CDR Redlands,,,,,,,,335.0,250.0,535.0,460.0,,43 (327),35,291,52,344,38,123,44,253,158,657
1543,43,36.0,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,1,70.0,44,328,16,200.0,19 (297),74 (342),42 (122),74 (245),119 (10:37),16,Kinnick,CrossFit Kinnick,134.0,450.0,78.0,1017.0,476,65.0,1207.0,307.0,250.0,495.0,445.0,65,44 (328),19,297,74,342,42,122,74,245,119,637
1544,44,22.0,Shawn Bhatti,http://games.crossfit.com/athlete/434035,1,71.0,45,329,16,198.0,80 (273),26 (346),97 (115),38 (255),88 (10:18),16,Fortius,CrossFit Fortius,142.0,458.0,,,,55.0,1187.0,319.0,247.0,535.0,385.0,,45 (329),80,273,26,346,97,115,38,255,88,618
1545,45,25.0,Ryan Nerenberg,http://games.crossfit.com/athlete/154254,1,73.0,45,329,16,189.0,80 (273),82 (342),50 (120),29 (257),88 (10:18),16,,Calimesa CrossFit,156.0,,,,,,,,220.0,465.0,370.0,62,45 (329),80,273,82,342,50,120,29,257,88,618
1546,46,27.0,Jeff McGregor,http://games.crossfit.com/athlete/279360,1,,47,350,16,181.0,73 (275),69 (342),33 (124),110 (237),65 (09:55),16,CrossFit Forest,CrossFit Forest,,,,,,,,,,,,,47 (350),73,275,69,342,33,124,110,237,65,595
1547,47,22.0,Briston Gordon,http://games.crossfit.com/athlete/325985,1,71.0,48,363,16,189.0,24 (295),145 (339),74 (116),71 (246),49 (09:45),16,Stay Classy CrossFit,Stay Classy CrossFit,150.0,,152.0,,432,,1114.0,300.0,225.0,450.0,390.0,30,48 (363),24,295,145,339,74,116,71,246,49,585
1548,48,27.0,Chase Duke,http://games.crossfit.com/athlete/93762,1,69.0,49,364,16,205.0,64 (277),88 (342),149 (114),48 (252),15 (09:03),16,,Paradiso CrossFit Venice,,,96.0,,407,,,335.0,285.0,450.0,535.0,,49 (364),64,277,88,342,149,114,48,252,15,543
1549,49,30.0,Adam Peterson,http://games.crossfit.com/athlete/14632,1,71.0,50,376,16,198.0,58 (278),14 (424),27 (125),176 (220),101 (10:26),16,CrossFit Inferno,CrossFit Inferno,140.0,455.0,100.0,,,49.0,,335.0,275.0,555.0,455.0,60,50 (376),58,278,14,424,27,125,176,220,101,626
1550,50,31.0,Jason Yu,http://games.crossfit.com/athlete/119243,1,70.0,51,377,16,200.0,162 (260),19 (423),103 (115),80 (243),13 (08:56),16,Cookies For Intellect,CrossFit Intellect,154.0,,86.0,,,,,0.0,0.0,0.0,0.0,,51 (377),162,260,19,423,103,115,80,243,13,536
1551,51,21.0,Gaje McDaniel,http://games.crossfit.com/athlete/326350,1,68.0,52,380,16,170.0,80 (273),56 (343),150 (113),61 (249),33 (09:34),16,Invictus,CrossFit Invictus,150.0,,,,,,,335.0,265.0,455.0,415.0,65,52 (380),80,273,56,343,150,113,61,249,33,574
1552,52,31.0,Justin Fields,http://games.crossfit.com/athlete/7382,1,60.0,53,382,16,200.0,114 (266),23 (347),49 (120),69 (246),127 (10:40),16,CrossFit PB,Pacific Beach CrossFit PB,126.0,,,,,,,350.0,270.0,525.0,515.0,,53 (382),114,266,23,347,49,120,69,246,127,640
1553,53,32.0,Vladimir Spasojevic,http://games.crossfit.com/athlete/47736,1,,54,388,16,187.0,114 (266),138 (339),72 (116),26 (258),38 (09:36),16,CrossFit Elysium,Unaffiliated,,,,,,,,,,,,,54 (388),114,266,138,339,72,116,26,258,38,576
1554,54,32.0,Carlos Lopez,http://games.crossfit.com/athlete/233352,1,71.0,54,388,16,205.0,64 (277),83 (342),84 (116),42 (254),115 (10:33),16,Fortius South,CrossFit Fortius South,162.0,453.0,136.0,,,48.0,,305.0,235.0,465.0,365.0,60,54 (388),64,277,83,342,84,116,42,254,115,633
1555,55,30.0,Steve Shobert,http://games.crossfit.com/athlete/235234,1,70.0,56,396,16,187.0,123 (265),72 (342),147 (114),19 (261),35 (09:35),16,Iron Battalion,Iron Battalion CrossFit,118.0,399.0,58.0,853.0,521,58.0,1090.0,285.0,245.0,545.0,455.0,77,56 (396),123,265,72,342,147,114,19,261,35,575
1556,56,26.0,Matthew Walrath,http://games.crossfit.com/athlete/8793,1,70.0,57,397,16,185.0,24 (295),121 (340),78 (116),129 (232),45 (09:42),16,Paradiso CrossFit Venice,Paradiso CrossFit Venice,138.0,,202.0,,381,62.0,1043.0,284.4,220.46,510.0,435.0,57,57 (397),24,295,121,340,78,116,129,232,45,582
1557,57,21.0,Amador Arteaga,http://games.crossfit.com/athlete/551636,1,69.0,58,407,16,200.0,43 (288),51 (344),111 (115),177 (220),25 (09:21),16,,CrossFit Azusa,152.0,,,,,,,315.0,260.0,485.0,415.0,,58 (407),43,288,51,344,111,115,177,220,25,561
1558,58,30.0,David Sluss,http://games.crossfit.com/athlete/177840,1,70.0,59,413,16,168.0,17 (298),139 (339),152 (113),58 (250),47 (09:44),16,Bear Nation,Bear Republic CrossFit,149.0,486.0,131.0,1125.0,,83.0,,255.0,205.0,365.0,315.0,50,59 (413),17,298,139,339,152,113,58,250,47,584
1559,59,29.0,Jeff Scarborough,http://games.crossfit.com/athlete/125789,1,69.0,60,417,16,170.0,111 (267),30 (346),78 (116),77 (244),121 (10:38),16,CrossFit Mindset,CrossFit Mindset,,,,,,,,270.0,210.0,415.0,350.0,,60 (417),111,267,30,346,78,116,77,244,121,638
1560,60,30.0,Ian Al,http://games.crossfit.com/athlete/785969,1,,60,417,16,,73 (275),111 (340),138 (114),35 (255),60 (09:52),16,Stay Classy CrossFit,Stay Classy CrossFit,,,,,,,,,,,,,60 (417),73,275,111,340,138,114,35,255,60,592
1561,61,30.0,daimino stewart,http://games.crossfit.com/athlete/177395,1,71.0,60,417,16,205.0,80 (273),50 (344),77 (116),156 (227),54 (09:48),16,TEAM PRECISION,Precision CrossFit,140.0,475.0,98.0,,,,,335.0,245.0,485.0,435.0,,60 (417),80,273,50,344,77,116,156,227,54,588
1562,62,33.0,Justin Heimiller,http://games.crossfit.com/athlete/108377,1,74.0,63,420,16,228.0,105 (269),102 (341),41 (122),87 (241),85 (10:16),16,CrossFit Reality,CrossFit Reality,162.0,,88.0,,,,,325.0,265.0,485.0,405.0,52,63 (420),105,269,102,341,41,122,87,241,85,616
1563,63,30.0,Roy Voss,http://games.crossfit.com/athlete/51670,1,70.0,64,421,16,199.0,64 (277),25 (346),96 (115),142 (230),94 (10:22),16,,,,,,,0,,,0.0,0.0,0.0,0.0,0,64 (421),64,277,25,346,96,115,142,230,94,622
1564,64,29.0,Gabriel Perez,http://games.crossfit.com/athlete/19273,1,67.0,65,429,16,175.0,134 (264),94 (341),109 (115),30 (257),62 (09:53),16,CrossFit North Pasadena,CrossFit North Pasadena,156.0,439.0,118.0,1090.0,372,65.0,1215.0,305.0,235.0,475.0,385.0,45,65 (429),134,264,94,341,109,115,30,257,62,593
1565,65,29.0,Santino Marini,http://games.crossfit.com/athlete/2563,1,71.0,66,446,16,174.0,44 (287),209 (262),16 (128),14 (264),163 (10:58),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,,,,0.0,0.0,0.0,0.0,,66 (446),44,287,209,262,16,128,14,264,163,658
1566,66,45.0,James Grundler,http://games.crossfit.com/athlete/268857,1,71.0,67,469,16,198.0,145 (262),43 (344),80 (116),114 (236),87 (10:17),16,Vault CrossFit,Vault CrossFit,152.0,,,,,,,311.0,250.0,,410.0,,67 (469),145,262,43,344,80,116,114,236,87,617
1567,67,24.0,Trey Winkler,http://games.crossfit.com/athlete/480729,1,72.0,68,491,16,206.0,80 (273),48 (344),102 (115),66 (248),195 (11:11),16,CrossFit 858,CrossFit 858,128.0,,72.0,,427,,1136.0,365.0,305.0,565.0,465.0,64,68 (491),80,273,48,344,102,115,66,248,195,671
1568,68,26.0,Joshua Marshall,http://games.crossfit.com/athlete/132540,1,72.0,69,498,16,180.0,47 (286),112 (340),66 (117),32 (256),241 (11:26),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,,,,,,,,,69 (498),47,286,112,340,66,117,32,256,241,686
1569,69,27.0,Joe Craig,http://games.crossfit.com/athlete/10287,1,69.0,70,501,16,173.0,145 (262),108 (340),105 (115),108 (237),35 (09:35),16,CrossFit East County,CrossFit East County,137.0,447.0,150.0,998.0,414,,,295.0,240.0,425.0,375.0,70,70 (501),145,262,108,340,105,115,108,237,35,575
1570,70,31.0,Dustin Virgil,http://games.crossfit.com/athlete/19602,1,72.0,71,502,16,195.0,105 (269),75 (342),111 (115),59 (249),152 (10:53),16,ACF STRONG,Atascadero CrossFit,,,,,,,,,,,,,71 (502),105,269,75,342,111,115,59,249,152,653
1571,71,27.0,Nolan Gouveia,http://games.crossfit.com/athlete/723305,1,70.0,72,504,16,195.0,28 (293),95 (341),142 (114),21 (261),218 (11:18),16,,CrossFit Kindle,,,,,,,,295.0,245.0,495.0,415.0,,72 (504),28,293,95,341,142,114,21,261,218,678
1572,72,32.0,Martin Pedreira,http://games.crossfit.com/athlete/35244,1,70.0,73,512,16,198.0,22 (296),218 (262),91 (116),18 (262),163 (10:58),16,CrossFit Forest,CrossFit Forest,,,,,,,,,,,,,73 (512),22,296,218,262,91,116,18,262,163,658
1573,73,25.0,Dustin Travers,http://games.crossfit.com/athlete/113887,1,,74,516,16,180.0,58 (278),87 (342),170 (111),92 (240),109 (10:30),16,CrossFit RepScheme,CrossFit RepScheme,,,,,,,,,,,,,74 (516),58,278,87,342,170,111,92,240,109,630
1574,74,28.0,Matt Lodin,http://games.crossfit.com/athlete/18418,1,69.0,75,524,16,180.0,162 (260),95 (341),99 (115),96 (240),72 (10:04),16,CrossFit 760,CrossFit 760 C,,,,,0,,,315.0,240.0,485.0,425.0,50,75 (524),162,260,95,341,99,115,96,240,72,604
1575,75,24.0,Isaac Farias,http://games.crossfit.com/athlete/315944,1,,76,544,16,160.0,195 (252),148 (339),62 (117),97 (240),42 (09:40),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,,,,,,,,,76 (544),195,252,148,339,62,117,97,240,42,580
1576,76,31.0,Peter Pisani,http://games.crossfit.com/athlete/96884,1,75.0,77,545,16,205.0,227 (247),34 (345),56 (118),50 (251),178 (11:03),16,Stay Classy CrossFit,Stay Classy CrossFit,,,,,,,,,,,,,77 (545),227,247,34,345,56,118,50,251,178,663
1577,77,28.0,Reid Worthington,http://games.crossfit.com/athlete/54931,1,72.0,78,552,16,208.0,114 (266),41 (345),82 (116),80 (243),235 (11:24),16,LmbrJCKD,LumberYard CrossFit,139.0,422.0,79.0,,471,,,365.0,302.0,555.0,505.0,47,78 (552),114,266,41,345,82,116,80,243,235,684
1578,78,25.0,Hunter Wood,http://games.crossfit.com/athlete/22940,1,68.0,79,560,16,177.0,99 (271),156 (339),139 (114),70 (246),96 (10:23),16,,,,,111.0,,,,,280.0,225.0,420.0,395.0,,79 (560),99,271,156,339,139,114,70,246,96,623
1579,79,30.0,Max Nikolenko,http://games.crossfit.com/athlete/45684,1,68.0,80,572,16,185.0,64 (277),140 (339),104 (115),165 (225),99 (10:25),16,CrossFit Costa Mesa,CrossFit Costa Mesa,149.0,446.0,87.0,,,,,308.65,249.12,507.06,447.54,,80 (572),64,277,140,339,104,115,165,225,99,625
1580,80,28.0,Cole Young,http://games.crossfit.com/athlete/22789,1,65.0,81,573,16,165.0,55 (280),164 (339),56 (118),98 (240),200 (11:12),16,Ruination CrossFit,Ruination CrossFit,165.0,505.0,124.0,1005.0,339,79.0,1564.0,285.0,240.0,405.0,340.0,75,81 (573),55,280,164,339,56,118,98,240,200,672
1581,81,31.0,Jared San Nicolas,http://games.crossfit.com/athlete/23127,1,70.0,82,588,16,215.0,123 (265),38 (345),160 (112),76 (244),191 (11:10),16,,CrossFit Barracks,129.0,470.0,90.0,947.0,400,60.0,1380.0,355.0,300.0,505.0,485.0,65,82 (588),123,265,38,345,160,112,76,244,191,670
1582,82,36.0,Aaron Kleefisch,http://games.crossfit.com/athlete/119181,1,72.0,83,591,16,192.0,123 (265),91 (341),131 (114),191 (219),55 (09:49),16,,CrossFit Anacapa,,,,,,,,,,,,,83 (591),123,265,91,341,131,114,191,219,55,589
1583,83,30.0,Mark Restelli,http://games.crossfit.com/athlete/106172,1,74.0,84,598,16,210.0,153 (261),86 (342),100 (115),130 (232),129 (10:41),16,Ruination CrossFit,Ruination CrossFit,,,,,,49.0,,300.0,225.0,465.0,,50,84 (598),153,261,86,342,100,115,130,232,129,641
1584,84,21.0,Cody McCullough,http://games.crossfit.com/athlete/417765,1,,85,611,16,171.0,58 (278),106 (341),216 (107),68 (246),163 (10:58),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,,,,,,,,,85 (611),58,278,106,341,216,107,68,246,163,658
1585,85,24.0,Corey Hostetter,http://games.crossfit.com/athlete/193383,1,68.0,86,613,16,180.0,47 (286),158 (339),272 (104),103 (238),33 (09:34),16,CrossFit Foothill,CrossFit Foothill,128.0,483.0,118.0,1077.0,,60.0,,310.0,260.0,435.0,405.0,51,86 (613),47,286,158,339,272,104,103,238,33,574
1586,86,29.0,Ben Magnone,http://games.crossfit.com/athlete/192001,1,71.0,87,615,16,175.0,114 (266),109 (340),70 (116),290 (210),32 (09:32),16,Crossfit Montrose,CrossFit Montrose,147.0,471.0,111.0,,407,62.0,,290.0,210.0,465.0,370.0,55,87 (615),114,266,109,340,70,116,290,210,32,572
